prix;Kilométrage;Mise en circulation;Énergie;Boite vitesse;Puissance fiscale;Transmission;Carrosserie;Date de l'annonce;Gouvernorat;Marque;Modèle;Génération;Couleur extérieure;Couleur intérieure;Sellerie;Nombre de places;Nombre de portes;Cylindrée
63000DT;178000km;02.2016;Diesel;Manuelle;6cv;Traction;Berline;25.03.2024;Nabeul;Volkswagen;Passat;B8Allltrack;"""""";"""""";"""""";"""""";"""""";""""""
76000DT;158000km;10.2019;Diesel;Manuelle;6cv;Traction;SUV/4x4;25.03.2024;Nabeul;Peugeot;3008;II;"""""";"""""";"""""";"""""";"""""";""""""
139000DT;138000km;08.2020;Diesel;Automatique;6cv;Traction;Coupé;25.03.2024;Nabeul;Mercedes-Benz;CLA;"""""";Blanc;Marron;Cuirpartiel;5;5;1599cm³
43000DT;234000km;04.2012;Essence;Automatique;10cv;Traction;Berline;25.03.2024;Tunis;KIA;Optima;"""""";Blanc;"""""";Cuirintégral;56;"""""";""""""
44500DT;142000km;11.2016;Essence;Manuelle;7cv;Traction;Monospace;25.03.2024;Tunis;Peugeot;Partner;"""""";Noir;Noir;Tissu;5;5;1600cm³
105000DT;186000km;02.2015;Essence;Automatique;8cv;Traction;Autres;25.03.2024;Ariana;Mercedes-Benz;ClasseC;(205)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
380000DT;57000km;01.2020;Hybrideessence;Automatique;22cv;Intégrale;SUV/4x4;25.03.2024;Ariana;LandRover;RangeRoverSport;SportIIPhase2;"""""";"""""";"""""";"""""";"""""";""""""
85000DT;124000km;01.2019;Essence;Automatique;7cv;Traction;SUV/4x4;25.03.2024;Mahdia;Peugeot;3008;II;"""""";"""""";"""""";"""""";"""""";""""""
60000DT;131090km;07.2015;Essence;Automatique;7cv;Propulsion;Citadine;25.03.2024;Sfax;BMW;Série1;"""""";Noir;"""""";"""""";"""""";"""""";""""""
180000DT;66000km;12.2017;Essence;Automatique;10cv;Propulsion;Berline;25.03.2024;Sfax;BMW;Série5;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
230000DT;46000km;04.2022;Diesel;Automatique;12cv;Intégrale;SUV/4x4;25.03.2024;Sfax;Hyundai;SantaFe;"""""";GrisShark;Noir;Cuirintégral;7;5;""""""
189000DT;52000km;12.2020;Hybriderechargeableessence;Automatique;6cv;Traction;SUV/4x4;25.03.2024;Sousse;Mercedes-Benz;GLA;(X247);"""""";"""""";"""""";"""""";"""""";""""""
245000DT;28000km;06.2020;Essence;Automatique;10cv;Traction;Berline;25.03.2024;Sousse;BMW;Série3;"""""";Grisanthracite;Noir;Alcantara;5;5;1999cm³
260000DT;64000km;07.2020;Hybrideessence;Automatique;12cv;Traction;SUV/4x4;25.03.2024;Sousse;Mercedes-Benz;GLCCoupé;(C253)CoupéPhase2;"""""";"""""";"""""";"""""";"""""";""""""
29000DT;181800km;12.2004;Essence;Manuelle;7cv;Propulsion;Compacte;25.03.2024;BenArous;BMW;Série1;(E87);"""""";"""""";"""""";"""""";"""""";""""""
62000DT;67000km;12.2017;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Monastir;Haval;H2;"""""";Blanc;Marron;Similicuir;5;5;1750cm³
285000DT;60000km;01.2021;Hybriderechargeablediesel;Automatique;10cv;Propulsion;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseE;"""""";GrisShark;Beige;Cuirintégral;5;4;2200cm³
385000DT;40000km;01.2020;Hybriderechargeableessence;Automatique;17cv;Intégrale;SUV/4x4;26.03.2024;Tunis;LandRover;RangeRoverSport;SportIIPhase2;"""""";"""""";"""""";"""""";"""""";""""""
440000DT;30000km;11.2022;Essence;Automatique;29cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Audi;RSQ3;"""""";Autre;Noir;Alcantara;5;5;2500cm³
210000DT;1000km;12.2023;Hybriderechargeableessence;Automatique;10cv;Traction;SUV/4x4;26.03.2024;Tunis;DS;7Crossback;"""""";Autre;Noir;Alcantara;5;5;1500cm³
118000DT;80000km;03.2020;Essence;Automatique;8cv;Propulsion;Compacte;26.03.2024;Tunis;BMW;Série1;"""""";Noir;Noir;Cuirintégral;5;5;1500cm³
79500DT;100000km;09.2019;Essence;Manuelle;6cv;Traction;Compacte;26.03.2024;Tunis;Volkswagen;Golf7;"""""";GrisShark;Noir;Tissu;5;5;1000cm³
385000DT;2000km;08.2023;Essence;Automatique;15cv;Intégrale;SUV/4x4;26.03.2024;Tunis;LandRover;RangeRoverVelar;"""""";GrisShark;Noir;Cuirintégral;5;5;2000cm³
105000DT;90000km;03.2019;Essence;Manuelle;7cv;Traction;Compacte;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Blanc;Beige;Alcantara;5;5;1400cm³
82000DT;62000km;01.2020;Essence;Automatique;9cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Haval;H6;"""""";Bleu;Noir;Cuirpartiel;5;5;1500cm³
52000DT;175000km;01.2013;Essence;Automatique;12cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Volkswagen;Tiguan;"""""";Grisargent;Noir;Tissu;5;5;2000cm³
185000DT;80000km;02.2022;Essence;Automatique;15cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Golf8;"""""";Blanc;Noir;Tissu;5;5;2000cm³
178000DT;18000km;08.2023;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;Volkswagen;Tiguan;"""""";Blanc;Noir;Cuirpartiel;5;5;1400cm³
120000DT;200000km;12.2016;Essence;Automatique;10cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseE;(213)Berline;"""""";"""""";"""""";"""""";"""""";""""""
410000DT;40000km;02.2020;Hybrideessence;Automatique;17cv;Propulsion;SUV/4x4;26.03.2024;Tunis;LandRover;RangeRoverSport;SportIIPhase2;"""""";"""""";"""""";"""""";"""""";""""""
125000DT;130000km;02.2017;Diesel;Automatique;6cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;CLA;(117)CoupéPhase2;"""""";"""""";"""""";"""""";"""""";""""""
250000DT;40000km;02.2021;Hybrideessence;Automatique;12cv;Propulsion;Coupé;26.03.2024;Tunis;Mercedes-Benz;ClasseEcoupé;(238)Phase2Coupé;"""""";"""""";"""""";"""""";"""""";""""""
53000DT;320000km;01.2010;Essence;Automatique;10cv;Propulsion;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseE;(212)Berline;"""""";"""""";"""""";"""""";"""""";""""""
180000DT;29990km;07.2023;Electrique;Automatique;9cv;Propulsion;Berline;26.03.2024;Tunis;Tesla;Model3;Phase2;"""""";"""""";"""""";"""""";"""""";""""""
70000DT;70000km;11.2020;Electrique;Automatique;4cv;Traction;Citadine;26.03.2024;Tunis;Peugeot;208;II(P21)5Portes;"""""";"""""";"""""";"""""";"""""";""""""
65000DT;53000km;04.2020;Essence;Manuelle;6cv;Traction;Coupé;26.03.2024;Tunis;Seat;Ibiza;"""""";Blanc;Noir;Tissu;5;5;1498cm³
23000DT;138000km;03.2011;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;Tunis;Citroën;C1;"""""";Noir;Noir;Tissu;5;5;998cm³
87000DT;73000km;12.2019;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;KIA;Sportage;"""""";Blanc;Marron;Cuirintégral;5;5;1591cm³
45000DT;0km;12.2021;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;Tunis;KIA;Picanto;"""""";Grisargent;Noir;Tissu;5;5;989cm³
89000DT;144000km;07.2019;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Tunis;Volkswagen;Passat;"""""";Noir;Beige;Cuirintégral;5;5;1395cm³
67000DT;131000km;04.2015;Essence;Automatique;6cv;Traction;Coupé;26.03.2024;Tunis;Mercedes-Benz;ClasseA;"""""";Marron;Beige;Similicuir;5;5;1595cm³
89000DT;124000km;04.2021;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Haval;H6;"""""";Noir;Marron;Cuirintégral;5;5;1497cm³
43000DT;89000km;06.2019;Essence;Automatique;4cv;Traction;Citadine;26.03.2024;Tunis;KIA;Picanto;"""""";Grisargent;Noir;Similicuir;5;5;1197cm³
220000DT;90000km;06.2018;Essence;Automatique;20cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Jeep;Wrangler;"""""";Grisargent;Noir;Cuirintégral;5;5;3604cm³
78000DT;143000km;05.2016;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Tunis;Audi;A4;"""""";Noir;Beige;Cuirintégral;5;5;1395cm³
139000DT;90000km;10.2020;Diesel;Automatique;7cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Ford;Ranger;III(TKE)Phase3;"""""";"""""";"""""";"""""";"""""";""""""
245000DT;89000km;07.2018;Diesel;Automatique;10cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Mercedes-Benz;GLC;(X253)SUV;"""""";"""""";"""""";"""""";"""""";""""""
43000DT;161000km;09.2011;Diesel;Manuelle;7cv;Traction;Citadine;26.03.2024;Tunis;KIA;Cee'd;"""""";GrisShark;Beige;Tissu;5;5;1582cm³
63000DT;114000km;06.2018;Essence;Manuelle;7cv;Traction;SUV/4x4;26.03.2024;Tunis;Renault;Kadjar;"""""";Grisanthracite;Noir;Tissu;5;5;1197cm³
84000DT;120000km;12.2016;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;Audi;Q3;"""""";Blanc;Noir;Similicuir;5;5;1493cm³
103000DT;76000km;09.2020;Essence;Automatique;11cv;Traction;SUV/4x4;26.03.2024;Tunis;KIA;Sportage;"""""";Noir;Marron;Cuirintégral;5;5;1995cm³
130000DT;136000km;04.2017;Diesel;Automatique;9cv;Traction;Berline;26.03.2024;Tunis;Jaguar;XE;"""""";Noir;Beige;Cuirintégral;5;5;1995cm³
135000DT;80000km;06.2011;Diesel;Automatique;12cv;Traction;SUV/4x4;26.03.2024;Tunis;Mercedes-Benz;ML;"""""";Grisargent;Beige;Cuirintégral;5;5;2143cm³
129000DT;120000km;07.2015;Essence;Automatique;15cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseC;"""""";Grisargent;Noir;Cuirintégral;5;5;1991cm³
205000DT;54000km;12.2021;Essence;Automatique;9cv;Propulsion;Coupé;26.03.2024;Tunis;Mercedes-Benz;ClasseC;"""""";Blanc;Noir;Cuirintégral;5;5;1496cm³
249000DT;79000km;04.2016;Essence;Automatique;24cv;Intégrale;SUV/4x4;26.03.2024;Tunis;LandRover;RangeRoverSport;"""""";Noir;Beige;Cuirintégral;5;5;2995cm³
259000DT;90000km;09.2016;Essence;Automatique;24cv;Intégrale;SUV/4x4;26.03.2024;Tunis;LandRover;RangeRoverSport;"""""";Blanc;Beige;Cuirintégral;5;5;2995cm³
96000DT;67000km;08.2019;Essence;Automatique;7cv;Traction;Coupé;26.03.2024;Tunis;Mercedes-Benz;ClasseA;"""""";Noir;Noir;Tissu;5;5;1332cm³
185000DT;200000km;10.2015;Diesel;Automatique;11cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Toyota;Prado;"""""";Grisargent;Noir;Cuirintégral;5;5;2999cm³
127000DT;142000km;09.2018;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Tunis;Audi;A5Sportback;"""""";Noir;Marron;Cuirintégral;5;5;1984cm³
68000DT;122000km;06.2018;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;Jeep;Renegade;"""""";Noir;Noir;Tissu;5;5;1368cm³
78000DT;24000km;07.2020;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;Ssangyong;Tivoli;"""""";GrisShark;Beige;Similicuir;5;5;1497cm³
82000DT;46000km;05.2021;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;Tunis;Peugeot;2008;"""""";Grisanthracite;Noir;Similicuir;5;5;1199cm³
110000DT;59300km;07.2021;Essence;Manuelle;6cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Suzuki;Jimny;"""""";Grisargent;Noir;Tissu;5;3;1462cm³
115000DT;263000km;04.2007;Diesel;Manuelle;11cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Toyota;Prado;"""""";Noir;Beige;Cuirintégral;5;5;2982cm³
36000DT;132000km;07.2013;Essence;Automatique;9cv;Traction;Berline;26.03.2024;Tunis;Citroën;C5;"""""";Noir;Noir;Similicuir;5;5;1598cm³
78000DT;200000km;06.2011;Diesel;Automatique;10cv;Propulsion;Berline;26.03.2024;Tunis;BMW;Série5;(F10)Berline;"""""";"""""";"""""";"""""";"""""";""""""
77000DT;150000km;06.2014;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;CLA;(117)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
34000DT;130000km;12.2017;Essence;Manuelle;7cv;Traction;Berline;26.03.2024;Tunis;Ford;Focus;"""""";Noir;Noir;Tissu;5;5;1496cm³
33000DT;231000km;12.2011;Diesel;Automatique;7cv;Intégrale;Pickup;26.03.2024;Tunis;Ssangyong;ActyonSports;I;"""""";"""""";"""""";"""""";"""""";""""""
188000DT;34000km;09.2016;Essence;Automatique;15cv;Traction;SUV/4x4;26.03.2024;Tunis;LandRover;DiscoverySport;"""""";Blanc;Noir;Cuirintégral;5;5;1999cm³
100000DT;189000km;07.2016;Diesel;Automatique;12cv;Traction;SUV/4x4;26.03.2024;Tunis;Volkswagen;Touareg;IIPhase2;"""""";"""""";"""""";"""""";"""""";""""""
145000DT;85000km;08.2018;Essence;Automatique;7cv;Traction;SUV/4x4;26.03.2024;Tunis;BMW;X2;(F39);"""""";"""""";"""""";"""""";"""""";""""""
250000DT;54000km;07.2018;Essence;Automatique;16cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Audi;Q7;Série2;"""""";"""""";"""""";"""""";"""""";""""""
44000DT;195000km;01.2008;Diesel;Automatique;10cv;Propulsion;Berline;26.03.2024;Tunis;BMW;Série5;(E60LCI)Berline;"""""";"""""";"""""";"""""";"""""";""""""
37000DT;165000km;05.2010;Essence;Automatique;9cv;Traction;Coupé;26.03.2024;Tunis;Volkswagen;Scirocco;"""""";Blanc;Noir;Tissu;5;3;1390cm³
67000DT;220000km;12.2013;Essence;Automatique;7cv;Propulsion;Berline;26.03.2024;Sfax;BMW;Série3;"""""";Bleu;Autre;Cuirintégral;5;5;1598cm³
70000DT;37000km;07.2019;Essence;Manuelle;7cv;Traction;Berline;26.03.2024;Nabeul;Renault;MeganeSedan;"""""";Grisargent;Gris;Tissu;5;4;1300cm³
39000DT;247000km;10.2007;Essence;Manuelle;9cv;Propulsion;Coupé;26.03.2024;Tunis;BMW;Série3coupé;(E92)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
29000DT;99000km;12.2019;Diesel;Manuelle;5cv;Intégrale;Utilitaire;26.03.2024;Tunis;Fiat;Doblo;"""""";Blanc;Noir;Cuirpartiel;2;2;899cm³
73000DT;140000km;04.2014;Diesel;Automatique;7cv;Traction;SUV/4x4;26.03.2024;BenArous;Volkswagen;Amarok;"""""";Noir;Noir;Cuirintégral;5;5;899cm³
52500DT;260000km;11.2014;Diesel;Automatique;7cv;Traction;SUV/4x4;26.03.2024;BenArous;Nissan;Qashqai;II(J11E);"""""";"""""";"""""";"""""";"""""";""""""
55000DT;80000km;06.2017;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;BenArous;MG;GS;"""""";Noir;Beige;Cuirintégral;5;5;899cm³
72500DT;56000km;09.2018;Essence;Manuelle;7cv;Traction;SUV/4x4;26.03.2024;BenArous;Hyundai;Kona;(09/2017-10/2020);Noir;Rouge;Cuirintégral;5;5;""""""
115000DT;140000km;07.2016;Diesel;Automatique;7cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;ClasseC;(205)Berline;"""""";"""""";"""""";"""""";"""""";""""""
198000DT;70000km;06.2020;Diesel;Automatique;10cv;Traction;Berline;26.03.2024;BenArous;Jaguar;XE;"""""";GrisShark;Noir;Cuirintégral;5;5;899cm³
109000DT;167000km;03.2014;Essence;Automatique;9cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;ClasseC;"""""";Noir;"""""";"""""";"""""";"""""";""""""
355000DT;52000km;09.2019;Essence;Automatique;26cv;Traction;SUV/4x4;26.03.2024;BenArous;Porsche;Macan;"""""";Noir;Noir;Cuirintégral;5;5;900cm³
86000DT;92000km;01.2018;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;BenArous;Peugeot;3008;"""""";Blanc;Noir;Cuirintégral;5;5;900cm³
105000DT;111000km;06.2008;Diesel;Automatique;15cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;ClasseS;"""""";Noir;Beige;Cuirintégral;5;4;900cm³
92000DT;111000km;04.2019;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;BenArous;Hyundai;Tucson;"""""";GrisShark;Noir;Cuirintégral;5;5;899cm³
148000DT;40500km;09.2019;Essence;Automatique;8cv;Traction;Coupé;26.03.2024;BenArous;Mercedes-Benz;ClasseA;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
155000DT;19000km;10.2022;Essence;Automatique;8cv;Traction;Berline;26.03.2024;BenArous;Cupra;Formentor;"""""";Bleu;Noir;Cuirintégral;5;5;899cm³
46000DT;120000km;01.2020;Essence;Automatique;6cv;Traction;Coupé;26.03.2024;BenArous;DS;3;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
52000DT;300000km;06.2007;Diesel;Automatique;13cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;CLS;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
54500DT;140000km;07.2013;Essence;Manuelle;7cv;Traction;Berline;26.03.2024;BenArous;Audi;A4;"""""";Noir;"""""";"""""";"""""";"""""";""""""
68500DT;150000km;06.2009;Diesel;Automatique;14cv;Traction;Coupé;26.03.2024;BenArous;Mercedes-Benz;ClasseEcoupé;"""""";Noir;Noir;Cuirintégral;5;3;899cm³
99500DT;75000km;01.2016;Essence;Automatique;8cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;GLA;-156;"""""";"""""";"""""";"""""";"""""";""""""
37900DT;220000km;05.2006;Essence;Automatique;11cv;Traction;SUV/4x4;26.03.2024;BenArous;Jeep;Compass;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
75000DT;160000km;12.2017;Essence;Automatique;7cv;Traction;Berline;26.03.2024;BenArous;BMW;Série3;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
155000DT;25000km;02.2023;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Tunis;Audi;A3Sportback;"""""";Noir;Noir;Cuirpartiel;5;5;1500cm³
36800DT;153000km;02.2014;Essence;Automatique;8cv;Traction;Autres;26.03.2024;Ariana;Hyundai;Veloster;(SB);"""""";"""""";"""""";"""""";"""""";""""""
52000DT;207000km;07.2011;Essence;Automatique;12cv;Propulsion;Berline;26.03.2024;Tunis;BMW;Série5;(F10)Berline;"""""";"""""";"""""";"""""";"""""";""""""
123000DT;70000km;08.2020;Essence;Manuelle;8cv;Traction;Compacte;26.03.2024;Tunis;Volkswagen;Golf8;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
76000DT;100000km;03.2020;Essence;Manuelle;6cv;Traction;Coupé;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Bleu;Noir;Tissu;5;4;999cm³
34800DT;21000km;01.2020;Essence;Manuelle;5cv;Traction;Coupé;26.03.2024;Tunis;Mahindra;KUV100;"""""";Rouge;Noir;Similicuir;5;4;1200cm³
67000DT;230000km;10.2013;Diesel;Automatique;12cv;Intégrale;SUV/4x4;26.03.2024;Tunis;KIA;Sorento;"""""";Noir;Noir;Cuirintégral;7;5;2200cm³
79000DT;53000km;10.2019;Essence;Manuelle;6cv;Traction;Compacte;26.03.2024;Tunis;Volkswagen;Golf7;"""""";GrisShark;"""""";Cuirintégral;"""""";"""""";""""""
107000DT;53000km;01.2019;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;Tunis;Audi;Q2;"""""";Rouge;"""""";Cuirintégral;"""""";"""""";""""""
27500DT;101000km;08.2010;Essence;Manuelle;5cv;Propulsion;Compacte;26.03.2024;Tunis;Smart;ForTwo;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
39500DT;125000km;09.2013;Essence;Manuelle;6cv;Traction;Berline;26.03.2024;Tunis;Volkswagen;Jetta;IV(RUS);"""""";"""""";"""""";"""""";"""""";""""""
56000DT;26000km;08.2021;Essence;Manuelle;4cv;Traction;Compacte;26.03.2024;Tunis;Volkswagen;Polo;"""""";Grisanthracite;Noir;Tissu;5;5;999cm³
47000DT;128000km;07.2014;Essence;Automatique;7cv;Propulsion;Autres;26.03.2024;Tunis;Nissan;Juke;"""""";Noir;"""""";"""""";"""""";"""""";""""""
36000DT;101000km;02.2021;Diesel;Manuelle;5cv;Traction;Utilitaire;26.03.2024;Tunis;Fiat;Fiorino;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
165000DT;62000km;04.2021;Essence;Automatique;9cv;Propulsion;Berline;26.03.2024;Tunis;BMW;Série3;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
76000DT;67000km;06.2018;Essence;Manuelle;7cv;Traction;Berline;26.03.2024;Tunis;Volkswagen;Passat;"""""";Noir;Marron;Cuirintégral;5;4;1400cm³
43500DT;82000km;10.2016;Essence;Automatique;4cv;Traction;Coupé;26.03.2024;Tunis;Fiat;500;"""""";Rouge;Beige;Tissu;5;2;1200cm³
85000DT;145000km;06.2016;Essence;Automatique;7cv;Propulsion;Berline;26.03.2024;Tunis;BMW;Série3;"""""";Blanc;"""""";Cuirintégral;45;"""""";""""""
42800DT;51000km;01.2018;Essence;Manuelle;7cv;Propulsion;SUV/4x4;26.03.2024;Tunis;BAICYX;KenboS2;"""""";Rouge;Rouge;Cuirpartiel;5;4;1498cm³
45500DT;67000km;01.2021;Essence;Manuelle;5cv;Traction;Coupé;26.03.2024;Tunis;Renault;Clio;"""""";GrisShark;Noir;Tissu;5;5;1200cm³
135000DT;40000km;05.2020;Essence;Automatique;8cv;Traction;Compacte;26.03.2024;Tunis;BMW;Série1;"""""";Grisanthracite;Noir;Alcantara;5;5;1600cm³
76000DT;50000km;01.2022;Essence;Manuelle;6cv;Traction;SUV/4x4;26.03.2024;Tunis;Seat;Arona;"""""";GrisShark;Noir;Tissu;5;5;1595cm³
67000DT;95000km;09.2018;Essence;Automatique;6cv;Traction;Coupé;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Noir;Noir;Tissu;5;5;""""""
35000DT;60000km;09.2020;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;Tunis;Peugeot;208;"""""";Grisargent;Gris;Tissu;5;5;1200cm³
55000DT;220000km;01.2008;Essence;Automatique;22cv;Traction;Berline;26.03.2024;Tunis;BMW;Série7;"""""";Blanc;"""""";Cuirintégral;"""""";"""""";""""""
275000DT;30000km;08.2021;Essence;Automatique;12cv;Traction;Compacte;26.03.2024;Tunis;Jaguar;E-Pace;"""""";Grisanthracite;"""""";Cuirintégral;"""""";"""""";""""""
87000DT;180000km;07.2016;Diesel;Manuelle;7cv;Intégrale;SUV/4x4;26.03.2024;Tunis;Volkswagen;Amarok;"""""";Marron;"""""";"""""";"""""";"""""";""""""
128000DT;120000km;06.2014;Essence;Automatique;19cv;Traction;Citadine;26.03.2024;Tunis;Audi;S3;"""""";Noir;"""""";"""""";"""""";"""""";""""""
118000DT;94000km;10.2016;Diesel;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;LandRover;DiscoverySport;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
40000DT;171000km;04.2011;Essence;Manuelle;7cv;Traction;Citadine;26.03.2024;Tunis;Peugeot;RCZ;"""""";Noir;"""""";"""""";"""""";"""""";""""""
61000DT;100000km;06.2017;Essence;Automatique;13cv;Traction;SUV/4x4;26.03.2024;Tunis;MG;GS;"""""";Marron;"""""";"""""";"""""";"""""";""""""
110000DT;78000km;03.2017;Essence;Automatique;7cv;Traction;Coupé;26.03.2024;Tunis;BMW;Série4Coupé;"""""";Noir;"""""";"""""";"""""";"""""";""""""
245000DT;160000km;08.2014;Diesel;Automatique;15cv;Traction;SUV/4x4;26.03.2024;Tunis;LandRover;RangeRoverSport;"""""";Noir;"""""";"""""";"""""";"""""";""""""
45000DT;300000km;01.2008;Essence;Automatique;22cv;Traction;Berline;26.03.2024;Tunis;BMW;Série7;"""""";Noir;"""""";"""""";"""""";"""""";""""""
100000DT;140000km;01.2010;Essence;Automatique;30cv;Traction;Citadine;26.03.2024;Tunis;BMW;Série7;"""""";Noir;"""""";"""""";"""""";"""""";""""""
185000DT;70000km;01.2021;Essence;Automatique;8cv;Traction;Citadine;26.03.2024;Tunis;Audi;A5Sportback;"""""";Noir;"""""";"""""";"""""";"""""";""""""
151420DT;60000km;09.2021;Essence;Automatique;8cv;Traction;Berline;26.03.2024;Tunis;Skoda;Superb;"""""";Noir;"""""";"""""";"""""";"""""";""""""
126000DT;130000km;08.2017;Diesel;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;LandRover;Discovery;"""""";Noir;"""""";"""""";"""""";"""""";""""""
122757DT;55000km;05.2021;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Mitsubishi;ASX;"""""";Noir;"""""";"""""";"""""";"""""";""""""
62000DT;115000km;07.2017;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;MG;GS;"""""";Noir;"""""";"""""";"""""";"""""";""""""
119000DT;50000km;01.2019;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;ClasseA;"""""";Aubergine;"""""";"""""";"""""";"""""";""""""
148000DT;80000km;07.2019;Diesel;Automatique;9cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;ClasseC;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
172000DT;15000km;01.2022;Essence;Automatique;8cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;ClasseA;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
105000DT;110000km;05.2020;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;Tunis;Peugeot;3008;"""""";Noir;"""""";"""""";"""""";"""""";""""""
95000DT;100000km;12.2017;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;Audi;Q3;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
185000DT;70000km;09.2013;Essence;Automatique;21cv;Traction;SUV/4x4;26.03.2024;Tunis;Porsche;Cayenne;"""""";Noir;"""""";"""""";"""""";"""""";""""""
215000DT;80000km;06.2022;Essence;Automatique;9cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;ClasseC;"""""";Noir;Noir;Alcantara;5;5;1599cm³
87000DT;135000km;07.2011;Essence;Automatique;10cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;ClasseE;"""""";Noir;"""""";"""""";"""""";"""""";""""""
159000DT;20000km;07.2022;Essence;Automatique;8cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;ClasseA;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
78000DT;69000km;07.2018;Essence;Manuelle;7cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Passat;"""""";Noir;"""""";"""""";"""""";"""""";""""""
71000DT;60000km;04.2020;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Tunis;Seat;Leon;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
125000DT;110000km;06.2017;Essence;Automatique;7cv;Traction;Citadine;26.03.2024;Tunis;BMW;Série4GranCoupé;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
